serovar	reference_strain	howell_cds_accession	gene_name	aliases	gene_order	orientation	upstream_neighbor	downstream_neighbor	sequence_length	evidence_source
8	C5	KC795414.1	wbgX8		10	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	gltK8	wbgY8	1152	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
8	C5	KC795415.1	wbgY8		11	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wbgX8	funM8	594	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
8	C5	KC795416.1	funM8		12	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wbgY8	funN8	1293	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
8	C5	KC795417.1	funN8		13	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	funM8	wza8	522	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
8	C5	KC795418.1	wza8		14	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	funN8	wzb8	1155	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
8	C5	KC795420.1	wzb8		15	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wza8	wzs8	444	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
8	C5	KC795421.1	wzs8		16	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wzb8	iscR8	2088	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
8	C5	KC795422.1	iscR8		17	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wzs8	capD8	447	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
8	C5	KC853023.1	capD8		18	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	iscR8		1933	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
9	D74	KC795423.1	funA9		1	REFERENCE_FASTA_ORDER_PLUS_ASSUMED		neuA9	582	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
9	D74	KC795425.1	neuA9		2	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	funA9	wzx9	681	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
9	D74	KC795426.1	wzx9		3	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	neuA9	astA9	1197	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
9	D74	KC795427.1	astA9		4	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wzx9	funP9	1008	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
9	D74	KC795428.1	funP9		5	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	astA9	funV9	810	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
9	D74	KC795429.1	funV9		6	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	funP9	gltL9	1167	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
9	D74	KC795430.1	gltL9		7	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	funV9	gltM9	1119	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
9	D74	KC795431.1	gltM9		8	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	gltL9	ndeB9	1134	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
9	D74	KC795432.1	ndeB9		9	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	gltM9	pilT9	858	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
9	D74	KC795433.1	pilT9		10	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	ndeB9	cap5M9	393	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
9	D74	KC795434.1	cap5M9		11	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	pilT9	capD9	549	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
9	D74	KC795435.1	capD9		12	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	cap5M9	wza9	1941	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
9	D74	KC795436.1	wza9		13	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	capD9	wzb9	1155	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
9	D74	KC795438.1	wzb9		14	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wza9	wzs9	444	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
9	D74	KC795439.1	wzs9		15	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wzb9	iscR9	2088	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
9	D74	KC795440.1	iscR9		16	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wzs9		447	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
10	H555	KC795441.1	funA10		1	REFERENCE_FASTA_ORDER_PLUS_ASSUMED		neuA10	582	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
10	H555	KC795443.1	neuA10		2	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	funA10	wzx10	681	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
10	H555	KC795444.1	wzx10		3	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	neuA10	astA10	1197	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
10	H555	KC795445.1	astA10		4	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wzx10	gltH10	1008	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
10	H555	KC795446.1	gltH10		5	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	astA10	adlA10	1002	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
10	H555	KC795447.1	adlA10		6	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	gltH10	funX10	1104	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
10	H555	KC795448.1	funX10		7	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	adlA10	funS10	1284	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
10	H555	KC795449.1	funS10		8	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	funX10	gltK10	807	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
10	H555	KC795450.1	gltK10		9	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	funS10	wbgX10	819	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
10	H555	KC795451.1	wbgX10		10	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	gltK10	wbgY10	1152	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
10	H555	KC795452.1	wbgY10		11	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wbgX10	funM10	594	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
10	H555	KC795453.1	funM10		12	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wbgY10	capD10	1293	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
10	H555	KC795454.1	capD10		13	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	funM10	wza10	1941	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
10	H555	KC795455.1	wza10		14	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	capD10	wzb10	1155	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
10	H555	KC795457.1	wzb10		15	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wza10	wzs10	444	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
10	H555	KC795458.1	wzs10		16	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wzb10	iscR10	2088	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
10	H555	KC795459.1	iscR10		17	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wzs10		447	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
11	H465	KC795460.1	funA11		1	REFERENCE_FASTA_ORDER_PLUS_ASSUMED		funB11	582	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
11	H465	KC795461.1	funB11		2	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	funA11	hydA11	1245	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
11	H465	KC795462.1	hydA11		3	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	funB11	funC11	1491	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
11	H465	KC795463.1	funC11		4	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	hydA11	gptA11	270	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
11	H465	KC795464.1	gptA11		5	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	funC11	wbuS11	1230	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
11	H465	KC795465.1	wbuS11		6	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	gptA11	wzy11	981	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
11	H465	KC795466.1	wzy11		7	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wbuS11	cap5E11	1176	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
11	H465	KC795467.1	cap5E11		8	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wzy11	ndeA11	1032	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
11	H465	KC795468.1	ndeA11		9	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	cap5E11	naeA11	1113	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
11	H465	KC795469.1	naeA11		10	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	ndeA11	gltO11	1131	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
11	H465	KC795470.1	gltO11		11	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	naeA11	bstA11	1281	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
11	H465	KC795471.1	bstA11		12	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	gltO11	actA11	582	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
11	H465	KC795472.1	actA11		13	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	bstA11	funY11	657	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
11	H465	KC795473.1	funY11		14	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	actA11	amtA11	432	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
11	H465	KC795474.1	amtA11		15	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	funY11	capD11	1179	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
11	H465	KC795475.1	capD11		16	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	amtA11	wza11	1965	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
11	H465	KC795476.1	wza11		17	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	capD11	wzb11	1167	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
11	H465	KC795478.1	wzb11		18	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wza11	wzs11	444	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
11	H465	KC795479.1	wzs11		19	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wzb11	iscR11	2088	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
11	H465	KC795480.1	iscR11		20	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wzs11		447	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
12	H425	KC795481.1	funA12		1	REFERENCE_FASTA_ORDER_PLUS_ASSUMED		neuA12	582	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
12	H425	KC795482.1	neuA12		2	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	funA12	wzx12	585	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
12	H425	KC795483.1	wzx12		3	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	neuA12	lsgB12	1197	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
12	H425	KC795484.1	lsgB12		4	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wzx12	funK12	969	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
12	H425	KC795485.1	funK12		5	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	lsgB12	wcwK12	1029	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
12	H425	KC795486.1	wcwK12		6	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	funK12	wcfQ12	1032	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
12	H425	KC795487.1	wcfQ12		7	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wcwK12	wbgX12	819	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
12	H425	KC795488.1	wbgX12		8	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wcfQ12	wbgY12	1209	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
12	H425	KC795489.1	wbgY12		9	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wbgX12	capD12	594	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
12	H425	KC795490.1	capD12		10	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wbgY12	wza12	1941	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
12	H425	KC795491.1	wza12		11	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	capD12	wzb12	1155	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
12	H425	KC795493.1	wzb12		12	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wza12	wzs12	444	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
12	H425	KC795494.1	wzs12		13	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wzb12	iscR12	2088	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
12	H425	KC795495.1	iscR12		14	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wzs12		447	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
13	IA-84-17975	KC795496.1	funA13		1	REFERENCE_FASTA_ORDER_PLUS_ASSUMED		neuA13	582	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
13	IA-84-17975	KC795497.1	neuA13		2	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	funA13	wzx13	741	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
13	IA-84-17975	KC795498.1	wzx13		3	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	neuA13	lsgB13	1197	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
13	IA-84-17975	KC795499.1	lsgB13		4	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wzx13	gltP13	987	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
13	IA-84-17975	KC795500.1	gltP13		5	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	lsgB13	funZ13	1092	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
13	IA-84-17975	KC795501.1	funZ13		6	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	gltP13	waaL13	885	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
13	IA-84-17975	KC795502.1	waaL13		7	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	funZ13	gltM13	1161	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
13	IA-84-17975	KC795503.1	gltM13		8	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	waaL13	ndeB13	1134	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
13	IA-84-17975	KC795504.1	ndeB13		9	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	gltM13	pilT13	858	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
13	IA-84-17975	KC795505.1	pilT13		10	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	ndeB13	cap5M13	393	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
13	IA-84-17975	KC795506.1	cap5M13		11	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	pilT13	capD13	570	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
13	IA-84-17975	KC795507.1	capD13		12	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	cap5M13	wza13	1950	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
13	IA-84-17975	KC795508.1	wza13		13	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	capD13	wzb13	1155	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
13	IA-84-17975	KC795510.1	wzb13		14	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wza13	wzs13	444	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
13	IA-84-17975	KC795511.1	wzs13		15	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wzb13	iscR13	2088	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
13	IA-84-17975	KC795512.1	iscR13		16	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wzs13		447	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
14	IA-84-22113	KC795513.1	funA14		1	REFERENCE_FASTA_ORDER_PLUS_ASSUMED		mdhA14	582	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
14	IA-84-22113	KC795514.1	mdhA14		2	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	funA14	mviM14	423	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
14	IA-84-22113	KC795515.1	mviM14		3	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	mdhA14	funAA14	948	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
14	IA-84-22113	KC795516.1	funAA14		4	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	mviM14	wbbJ14	351	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
14	IA-84-22113	KC795517.1	wbbJ14		5	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	funAA14	gstA14	576	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
14	IA-84-22113	KC795518.1	gstA14		6	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wbbJ14	wzxB14	1086	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
14	IA-84-22113	KC795519.1	wzxB14		7	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	gstA14	funAB14	1209	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
14	IA-84-22113	KC795520.1	funAB14		8	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wzxB14	funAC14	1200	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
14	IA-84-22113	KC795521.1	funAC14		9	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	funAB14	gltQ14	1146	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
14	IA-84-22113	KC795522.1	gltQ14		10	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	funAC14	uaeA14	249	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
14	IA-84-22113	KC795523.1	uaeA14		11	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	gltQ14	wblI14	939	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
14	IA-84-22113	KC795524.1	wblI14		12	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	uaeA14	wbgX14	1299	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
14	IA-84-22113	KC795525.1	wbgX14		13	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wblI14	wbgY14	1158	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
14	IA-84-22113	KC795526.1	wbgY14		14	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wbgX14	capD14	594	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
14	IA-84-22113	KC795527.1	capD14		15	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wbgY14	wza14	1941	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
14	IA-84-22113	KC795528.1	wza14		16	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	capD14	wzb14	1155	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
14	IA-84-22113	KC795530.1	wzb14		17	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wza14	wzs14	444	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
14	IA-84-22113	KC795531.1	wzs14		18	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wzb14	iscR14	2088	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
14	IA-84-22113	KC795532.1	iscR14		19	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wzs14		447	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
15	SD-84-15995	KC795533.1	funA15		1	REFERENCE_FASTA_ORDER_PLUS_ASSUMED		neuA15	582	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
15	SD-84-15995	KC795535.1	neuA15		2	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	funA15	wzx15	681	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
15	SD-84-15995	KC795536.1	wzx15		3	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	neuA15	funI15	1212	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
15	SD-84-15995	KC795537.1	funI15		4	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wzx15	funJ15	885	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
15	SD-84-15995	KC795538.1	funJ15		5	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	funI15	gltR15	1047	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
15	SD-84-15995	KC795539.1	gltR15		6	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	funJ15	gltE15	864	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
15	SD-84-15995	KC795540.1	gltE15		7	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	gltR15	gltM15	963	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
15	SD-84-15995	KC795541.1	gltM15		8	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	gltE15	ndeB15	1134	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
15	SD-84-15995	KC795542.1	ndeB15		9	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	gltM15	pilT15	858	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
15	SD-84-15995	KC795543.1	pilT15		10	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	ndeB15	cap5M15	393	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
15	SD-84-15995	KC795544.1	cap5M15		11	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	pilT15	capD15	549	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
15	SD-84-15995	KC795545.1	capD15		12	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	cap5M15	wza15	1941	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
15	SD-84-15995	KC795546.1	wza15		13	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	capD15	wzb15	1155	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
15	SD-84-15995	KC795548.1	wzb15		14	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	wza15	iscR15	444	Howell2013_CDS_FASTA_KC795279-KC795550_plus_KC853023;docs/capsule_locus_architecture.md
